2024-04-19 01:17:04,205 [ 1] INFO  Unity: LoadingManager start
2024-04-19 01:17:10,823 [ 1] INFO  Unity: DataManager > DataManager()
2024-04-19 01:17:47,723 [ 1] INFO  Unity: 发送登录请求：username:test password:123
2024-04-19 01:17:47,725 [ 1] INFO  Unity: 连接到服务器
2024-04-19 01:17:47,729 [ 1] INFO  Unity: DoConnect
2024-04-19 01:17:47,731 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8089
2024-04-19 01:17:47,734 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8089

2024-04-19 01:17:47,739 [ 1] INFO  Unity: 服务器连接:0 reason:Success
2024-04-19 01:17:47,824 [ 1] INFO  Unity: 接收登录响应: Result:Success Msg:登录成功
2024-04-19 01:17:47,825 [ 1] INFO  Unity: LoadLevel: CharChoose
2024-04-19 01:17:47,930 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-04-19 01:18:28,053 [ 1] INFO  Unity: 发送进入游戏请求：Character:test2
2024-04-19 01:18:28,071 [ 1] INFO  Unity: 接收进入游戏响应：Result:Success Msg:进入游戏成功
2024-04-19 01:18:28,072 [ 1] INFO  Unity: 接收角色进入地图响应：Character:SkillBridge.Message.NCharacterInfo Map:1Common.Data.MapDefine
2024-04-19 01:18:28,074 [ 1] INFO  Unity: LoadLevel: MainCity
2024-04-19 01:18:28,076 [ 1] INFO  Unity: 角色进入新地图奥特兰
2024-04-19 01:18:28,516 [ 1] FATAL Unity: <log4net.Error>Exception during StringFormat: Input string was not in a correct format. <format>{0
{1}</format><args>{NullReferenceException: Object reference not set to an instance of an object, Managers.MinimapManager.OnStart () (at Assets/Scripts/Managers/MinimapManager.cs:45)
MonoSingleton`1[T].Awake () (at Assets/Scripts/Utilities/MonoSingleton.cs:32)
}</args></log4net.Error>
2024-04-19 01:18:28,550 [ 1] INFO  Unity: LevelLoadCompleted:1
2024-04-19 01:18:28,551 [ 1] FATAL Unity: <log4net.Error>Exception during StringFormat: Input string was not in a correct format. <format>{0
{1}</format><args>{NullReferenceException: Object reference not set to an instance of an object, UIMainCity.UpdateAvatar () (at Assets/Scripts/UI/UIMainCity/UIMainCity.cs:20)
UIMainCity.Start () (at Assets/Scripts/UI/UIMainCity/UIMainCity.cs:11)
}</args></log4net.Error>
2024-04-19 01:18:28,554 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,604 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,616 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,634 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,653 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,669 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,688 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,706 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,723 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,740 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,757 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
2024-04-19 01:18:28,766 [ 1] INFO  Unity: 更新方向：(77, 62, 13)
